id	name	type
5EABCA02	Computing factored value functions for policies in structured MDPs	paper
5AACD746	Machine-generated Explanations of Engineering Models: A Compositional Modeling Approach	paper
59A55725	Adaptive web sites: an AI challenge	paper
5F2F87E5	Learning web page scores by error back-propagation	paper
13B9EC2D	Dynamic Probabilistic Relational Models	paper
0463F187	Automatic Semantic Role Labeling for Chinese Verbs	paper
80B117F4	Logic programming for robot control	paper
58C5DD66	Faster association rules for multiple relations	paper
0BB5990B	The Inferential Complexity of Bayesian and Credal Networks	paper
80F7F442	SiN: integrating case-based reasoning with task decomposition	paper
7E688528	Computing semantic relatedness using Wikipedia-based explicit semantic analysis	paper
69CAD787	Learning in Natural Language	paper
58EB07E7	A hybrid discriminative/generative approach for modeling human activities	paper
0BC8A5D6	An Evaluation of Criteria for Measuring the Quality of Clusters	paper
5CA06487	Efficient Reinforcement Learning in Factored MDPs	paper
045C1524	Probabilistic robot navigation in partially observable environments	paper
7F397C0B	Constructing Diverse Classifier Ensembles Using Artificial Training Examples	paper
7ED09CA0	WiFi-SLAM using Gaussian process latent variable models	paper
7403F0D1	Learning forward models for robots	paper
0966B4AD	A Probabilistic Model of Redundancy in Information Extraction	paper
58B6A411	A-System: Problem Solving through Abduction	paper
0A4ACFE8	Marginalized multi-instance kernels	paper
061AB4A7	ROCCER: An Algorithm for Rule Learning Based on ROC Analysis	paper
5DC1874F	Decision tree grafting from the all-tests-but-one partition	paper
59158441	Tracking many objects with many sensors	paper
59CCB84E	Controlling the Sensitivity of Support Vector Machines	paper
5B864773	AI planning versus manufacturing-operation planning: a case study	paper
59EA0900	Models of searching and browsing: languages, studies, and applications	paper
681051A7	AWA - a window constrained anytime heuristic search algorithm	paper
804B7BE0	Decentralised Coordination of Mobile Sensors Using the Max-Sum Algorithm	paper
02F4CA21	Completing description logic knowledge bases using formal concept analysis	paper
81380596	The RoboCup synthetic agent challenge 97	paper
0A80736C	Improving coevolutionary search for optimal multiagent behaviors	paper
09FC2F9C	Beyond TFIDF weighting for text categorization in the vector space model	paper
006BE392	Optimal soft arc consistency	paper
58D1029C	Simultaneous Localization and Mapping	paper
083DACF2	Rule induction and instance-based learning a unified approach	paper
666E6A90	Latent Class Models for Collaborative Filtering	paper
5B86B716	Explicit versus latent concept models for cross-language information retrieval	paper
5C8D74B9	Relevance estimation and value calibration of evolutionary algorithm parameters	paper
5C64A0E8	Learning topological maps with weak local odometric information	paper
5EF1A3BA	Learning concept classification rules using genetic algorithms	paper
7E131A78	Voronoi random fields: extracting the topological structure of indoor environments via place labeling	paper
62A3D932	Measuring semantic similarity by latent relational analysis	paper
5B683B1C	Forward search value iteration for POMDPs	paper
5CC50E32	Common sense based joint training of human activity recognizers	paper
5CECA6B1	The cluster-abstraction model: unsupervised learning of topic hierarchies from text data	paper
08D277E6	Abnormal activity recognition based on HDP-HMM models	paper
7F34986C	Generalizing Plans to New Environments in Relational MDPs	paper
05C2EEA8	Waiting and relocation strategies in online stochastic vehicle routing	paper
7D5F3B87	FastSLAM 2.0: an improved particle filtering algorithm for simultaneous localization and mapping that provably converges	paper
08933D82	Can movies and books collaborate?: cross-domain collaborative filtering for sparsity reduction	paper
04D04DFD	Induction of Oblique Decision Trees	paper
8080CFD7	Relational Learning via Propositional Algorithms: An Information Extraction Case Study	paper
5EB19556	Remembering to add: competence-preserving case-addition policies for case-base maintenance	paper
588A95F3	Planning, Executing, Sensing, and Replanning for Information Gathering.	paper
02317222	Remembering To Forget: A Competence-Preserving Case Deletion Policy for Case-Based Reasoning Systems	paper
04B1D505	High performance ATP systems by combining several AI methods	paper
80C71D73	Intelligent techniques for web personalization	paper
6D48F70E	Collapsed variational Dirichlet process mixture models	paper
0A9DCDCD	Locality preserving nonnegative matrix factorization	paper
04683B2F	First-order probabilistic inference	paper
0BF5C785	A Scheme for Feature Construction and a Comparison of Empirical Methods	paper
72ABF17D	Learning and Multiagent Reasoning for Autonomous Agents	paper
80B879CA	Hybrid learning using genetic algorithms and decision trees for pattern classification	paper
7D06231F	Genetic Algorithm based Selective Neural Network Ensemble	paper
58CC3A2B	On the use of integer programming models in AI planning	paper
724E270A	Case-based recommender systems: a unifying view	paper
02E6C91E	Dynamic mixture models for multiple time series	paper
02258546	A Decision-Theoretic Approach to Task Assistance for Persons with Dementia	paper
5B33CCAE	Search on high degree graphs	paper
6428C27D	A study of cross-validation and bootstrap for accuracy estimation and model selection	paper
7F608E80	Prioritized goal decomposition of Markov decision processes: Toward a synthesis of classical and decision theoretic planning	paper
6745BDBA	Hierarchical hidden Markov models for information extraction	paper
07D9BB0D	Approximating optimal policies for partially observable stochastic domains	paper
59AE1A76	Adaptive web sites: conceptual cluster mining	paper
03822B2C	Generalizing term subsumption languages to fuzzy logic	paper
05824942	Hierarchical Bayesian clustering for automatic text classification	paper
58D3845F	Exponential family sparse coding with applications to self-taught learning	paper
0AB6E1DB	Document summarization using conditional random fields	paper
01811375	Representing Diagnostic Knowledge for Probabilistic Horn Abduction	paper
00058594	Rational and Convergent Learning in Stochastic Games	paper
5CB88F5A	Efficient Planning of Informative Paths for Multiple Robots	paper
59B1B849	Integrating inductive neural network learning and explanation-based learning	paper
085CA88C	Minimizing Dialog Length in Interactive Case-Based Reasoning	paper
640D7808	A hybrid genetic algorithm for classification	paper
5EB370D0	Category Translation: Learning to understand information on the Internet	paper
0BDADE75	AND/OR Branch-and-Bound for Graphical Models	paper
07176E37	Possibility Theory as a Basis for Qualitative Decision Theory	paper
6B57CC9D	Symbolic Dynamic Programming for First-order MDPs	paper
65C9AA4B	Using Case-Base Data to Learn Adaptation Knowledge for Design	paper
598664E9	FCA-MERGE: bottom-up merging of ontologies	paper
01EA1E5A	Reduced Complexity Rule Induction	paper
02CC3A6C	ItemRank: A Random-Walk Based Scoring Algorithm for Recommender Engines	paper
0A5E59D8	Compiling Bayesian Networks Using Variable Elimination	paper
63041629	Transduction with Confidence and Credibility	paper
587F577A	Sequential optimality and coordination in multiagent systems	paper
626274C5	Preference functions that score rankings and maximum likelihood estimation	paper
58F984AF	Parametric Distance Metric Learning with Label Information	paper
7F5ADDA3	Adaptive Web Navigation for Wireless Devices	paper
00854807	Distributed clustering based on sampling local density estimates	paper
59D4506C	Bayesian classification with correlation and inheritance	paper
5FE553DF	A machine learning approach to building domain-specific search engines	paper
7D8BCDF2	Probabilistic Partial Evaluation: Exploiting Rule Structure in Probabilistic Inference	paper
0502E163	Monte-Carlo Exploration for Deterministic Planning	paper
68B0541F	Mode Estimation of Model-based Programs: Monitoring Systems with Complex Behavior	paper
5D75FD3A	TimeML-compliant text analysis for temporal reasoning	paper
81531CC5	Detect and track latent factors with online nonnegative matrix factorization	paper
5C0E6CE7	Relation regularized matrix factorization	paper
63C96D2B	Estimating the Accuracy of Learned Concepts	paper
07203FE7	A backbone-search heuristic for efficient solving of hard 3-SAT formulae	paper
80C8D1B0	Learning one more thing	paper
5AD14308	Leave-one-out support vector machines	paper
02C9E899	Existential arc consistency: Getting closer to full arc consistency in weighted CSPs	paper
0AF0C479	Description Logics with Approximate Definitions - Precise Modeling of Vague Concepts	paper
0AE98F05	Linear dimensionality reduction for multi-label classification	paper
6E8400E6	DP-SLAM: Fast, robust simultaneous localization and mapping without predetermined landmarks	paper
5CB216D4	Practical Knowledge Representation for the Web.	paper
0C1EB47B	An Experts Algorithm for Transfer Learning	paper
5931BE4A	Composing real-time systems	paper
7ECE8F26	A Distributed Case-Based Reasoning Application for Engineering Sales Support	paper
0834D1CE	Real-Time Path Planning for Humanoid Robot Navigation	paper
02301B53	Compiling Bayesian Networks with Local Structure	paper
5CBCE37E	Automatically attaching semantic metadata to Web services	paper
08451859	Selective Supervision: Guiding Supervised Learning with Decision-Theoretic Active Learning	paper
74A46154	Integrating multiple internet directories by instance-based learning	paper
5E40259A	Toward Conditional Models of Identity Uncertainty with Application to Proper Noun Coreference	paper
8145651C	Representing sentence structure in hidden Markov models for information extraction	paper
5BE66094	Active learning for structure in Bayesian networks	paper
5CFBA927	Lookahead and pathology in decision tree induction	paper
5D44464C	Covariant Policy Search	paper
5F65FA56	Passive Profiling from Server Logs in an Online Recruitment Environment	paper
02903606	Oblivious decision trees graphs and top down pruning	paper
0AE23415	Temporal difference learning applied to a high-performance game-playing program	paper
